image_name,n_participants_target,target_crr,target_hr,target_far,target_hit,target_miss,target_fa,target_cr,n_participants_filler,filler_hit,filler_miss,filler_fa,filler_cr
sun_aaarfmdkojiusxxl.png,47,0.7446808510638298,0.851063829787234,0.10638297872340426,40,7,5,42,111,10,0,23,88
sun_aabyitznzumhlxfw.png,42,0.4523809523809524,0.8095238095238095,0.35714285714285715,34,8,15,27,117,8,3,24,93
sun_aacekspsxnilxmlb.png,48,0.7083333333333334,0.8125,0.10416666666666667,39,9,5,43,107,8,4,10,97
sun_aackmxuaumbyjrvf.png,52,0.6538461538461537,0.8846153846153846,0.23076923076923078,46,6,12,40,99,8,1,16,83
sun_aadihymrhoihkumi.png,45,0.5777777777777777,0.7777777777777778,0.2,35,10,9,36,96,9,4,20,76
sun_aadqjcsvidqnqzzt.png,53,0.7358490566037736,0.9056603773584906,0.16981132075471697,48,5,9,44,111,15,0,15,96
sun_aadtmifyuvqcfkcr.png,42,0.8333333333333334,0.9047619047619048,0.07142857142857142,38,4,3,39,103,10,3,9,94
sun_aaeijzjhbdeibdjh.png,41,0.7804878048780488,0.8536585365853658,0.07317073170731707,35,6,3,38,97,15,2,7,90
sun_aafqetztbkmzxsif.png,54,0.6481481481481481,0.8148148148148148,0.16666666666666666,44,10,9,45,103,5,2,13,90
sun_aaguipoeqirlfvjn.png,30,0.6333333333333333,0.6333333333333333,0.0,19,11,0,30,105,12,4,5,100
sun_aahfqqcmvkdkcopk.png,47,0.6595744680851063,0.8085106382978723,0.14893617021276595,38,9,7,40,105,13,2,23,82
sun_aainymcaqysqtfjp.png,48,0.43750000000000006,0.7083333333333334,0.2708333333333333,34,14,13,35,99,10,2,37,62
sun_aaivnkepwwofsfnt.png,42,0.8333333333333333,0.8571428571428571,0.023809523809523808,36,6,1,41,108,14,2,7,101
sun_aajhoihcnufdqjdm.png,56,0.6607142857142857,0.7142857142857143,0.05357142857142857,40,16,3,53,96,15,2,1,95
sun_aalwixjkrhyiabdr.png,39,0.5897435897435898,0.717948717948718,0.1282051282051282,28,11,5,34,104,13,5,14,90
sun_aamlzecjkxlnoedl.png,39,0.48717948717948717,0.717948717948718,0.23076923076923078,28,11,9,30,109,4,7,26,83
sun_aampazmnmsxlwwwr.png,51,0.7843137254901961,0.803921568627451,0.0196078431372549,41,10,1,50,99,9,6,5,94
sun_aamvxnvouicstkjb.png,51,0.4509803921568627,0.6274509803921569,0.17647058823529413,32,19,9,42,94,6,4,19,75
sun_aaqmxnxoyktxhiwh.png,46,0.8695652173913043,0.9130434782608695,0.043478260869565216,42,4,2,44,110,15,0,13,97
sun_aastptdxbxbeiyto.png,44,0.5681818181818182,0.7272727272727273,0.1590909090909091,32,12,7,37,108,8,4,11,97
sun_aatywrsbdbluavkj.png,43,0.8372093023255813,0.9069767441860465,0.06976744186046512,39,4,3,40,115,10,0,9,106
sun_aavbhjizkngwwgjm.png,42,0.7619047619047619,0.8809523809523809,0.11904761904761904,37,5,5,37,107,13,0,8,99
sun_aavkypayfsvklgls.png,35,0.48571428571428565,0.8857142857142857,0.4,31,4,14,21,103,10,1,37,66
sun_aavuoscaegpbwspj.png,37,0.5945945945945946,0.8648648648648649,0.2702702702702703,32,5,10,27,94,9,2,34,60
sun_aaxdpgpohhvyemvc.png,38,0.7631578947368421,0.7894736842105263,0.02631578947368421,30,8,1,37,85,9,5,7,78
sun_aaysiohzbbdyrddc.png,48,0.6666666666666666,0.875,0.20833333333333334,42,6,10,38,113,12,1,17,96
sun_abbwggenhfbftyvi.png,45,0.6666666666666666,0.7555555555555555,0.08888888888888889,34,11,4,41,112,5,5,10,102
sun_abcexmhrrazffdxe.png,47,0.6170212765957447,0.6595744680851063,0.0425531914893617,31,16,2,45,108,15,4,7,101
sun_abcuurugvxwparpk.png,38,0.763157894736842,0.8157894736842105,0.05263157894736842,31,7,2,36,110,9,3,15,95
sun_abdagkpekttzgeks.png,43,0.6976744186046512,0.7441860465116279,0.046511627906976744,32,11,2,41,125,10,5,7,118
sun_abdczrckndvowcuw.png,50,0.8,0.88,0.08,44,6,4,46,108,8,2,12,96
sun_abdkucfijyhzjwdd.png,60,0.6166666666666666,0.6333333333333333,0.016666666666666666,38,22,1,59,95,12,3,7,88
sun_abghrjwhyotnsqlo.png,49,0.6122448979591837,0.7551020408163265,0.14285714285714285,37,12,7,42,116,11,6,14,102
sun_abgxynrdquqkpegr.png,36,0.7222222222222222,0.7777777777777778,0.05555555555555555,28,8,2,34,99,8,4,17,82
sun_abiovdygniqgkhhl.png,43,0.6511627906976745,0.7674418604651163,0.11627906976744186,33,10,5,38,103,8,5,12,91
sun_abixanxgsreeoifw.png,36,0.8055555555555555,0.8888888888888888,0.08333333333333333,32,4,3,33,97,14,1,14,83
sun_ablbdwfvmdkcfxka.png,55,0.4909090909090909,0.6363636363636364,0.14545454545454545,35,20,8,47,116,6,7,9,107
sun_ablgxmlqsejzolxh.png,40,0.8,0.875,0.075,35,5,3,37,118,10,4,13,105
sun_ablltreyppizkotj.png,48,0.9791666666666666,0.9791666666666666,0.0,47,1,0,48,102,12,2,2,100
sun_abluxelximwwmuuu.png,39,0.7692307692307692,0.8461538461538461,0.07692307692307693,33,6,3,36,81,5,1,5,76
sun_abmeycbiroafvvoi.png,32,0.65625,0.78125,0.125,25,7,4,28,101,6,5,12,89
sun_abmipmtqvlyxgafg.png,58,0.6379310344827587,0.7413793103448276,0.10344827586206896,43,15,6,52,81,11,6,9,72
sun_abnjymnsjlfptyxk.png,47,0.7446808510638298,0.9148936170212766,0.1702127659574468,43,4,8,39,105,14,0,19,86
sun_abnkpmayghxdvfig.png,45,0.5555555555555556,0.6666666666666666,0.1111111111111111,30,15,5,40,105,6,6,9,96
sun_abokeplpazkdxpps.png,48,0.625,0.7916666666666666,0.16666666666666666,38,10,8,40,100,4,2,13,87
sun_abolbvukvhubhpjk.png,44,0.49999999999999994,0.7954545454545454,0.29545454545454547,35,9,13,31,110,9,1,21,89
sun_abplnvvcxkcovrqi.png,44,0.6136363636363636,0.75,0.13636363636363635,33,11,6,38,133,9,5,12,121
sun_abreakywwicnpllq.png,56,0.7678571428571428,0.8571428571428571,0.08928571428571429,48,8,5,51,97,12,3,14,83
sun_abrfjuixgacomvzb.png,52,0.7884615384615384,0.8846153846153846,0.09615384615384616,46,6,5,47,95,10,4,16,79
sun_absoxzwctrlnjgvz.png,41,0.7560975609756098,0.8048780487804879,0.04878048780487805,33,8,2,39,116,10,4,10,106
sun_absxzamwemzkegmz.png,37,0.7837837837837838,0.8648648648648649,0.08108108108108109,32,5,3,34,103,10,1,13,90
sun_abtdndwgqyeufjvf.png,46,0.6956521739130435,0.8043478260869565,0.10869565217391304,37,9,5,41,108,6,1,18,90
sun_abtyfplefeymuefw.png,35,0.6571428571428573,0.8,0.14285714285714285,28,7,5,30,98,12,0,16,82
sun_abuaiinyegtbzuxg.png,45,0.6,0.6666666666666666,0.06666666666666667,30,15,3,42,102,13,8,4,98
sun_abvcwkmmpmjruuhb.png,40,0.7000000000000001,0.775,0.075,31,9,3,37,109,13,3,7,102
sun_abwkfmxrrczajrtw.png,42,0.6904761904761905,0.7380952380952381,0.047619047619047616,31,11,2,40,96,4,2,6,90
sun_abwkqvpdyigssyxa.png,50,0.6,0.86,0.26,43,7,13,37,100,7,2,29,71
sun_abzoglkibwvlanfr.png,44,0.7272727272727273,0.8181818181818182,0.09090909090909091,36,8,4,40,93,6,2,8,85
sun_acafxnfmbtjoupvz.png,40,0.7,0.85,0.15,34,6,6,34,107,14,2,10,97
sun_acapmatgnmqztpru.png,52,0.7115384615384615,0.8269230769230769,0.11538461538461539,43,9,6,46,106,12,2,17,89
sun_acbnfcctoyssyvie.png,54,0.7962962962962963,0.8333333333333334,0.037037037037037035,45,9,2,52,99,15,0,6,93
sun_accilwvadsvecujd.png,44,0.5454545454545454,0.6136363636363636,0.06818181818181818,27,17,3,41,114,10,2,12,102
sun_acclngswciyrjytf.png,50,0.78,0.84,0.06,42,8,3,47,105,11,7,10,95
sun_accvrsqmfcigfluj.png,33,0.6060606060606061,0.6060606060606061,0.0,20,13,0,33,108,7,4,5,103
sun_acddbhlzfptbekxj.png,42,0.6190476190476191,0.8809523809523809,0.2619047619047619,37,5,11,31,99,6,6,20,79
sun_aceuokyqoqhfsper.png,38,0.4473684210526316,0.5,0.05263157894736842,19,19,2,36,96,3,7,8,88
sun_acfxouwyduazdrjw.png,49,0.8571428571428572,0.9183673469387755,0.061224489795918366,45,4,3,46,108,14,0,7,101
sun_acgnzuuseaxyivpx.png,42,0.5476190476190477,0.7380952380952381,0.19047619047619047,31,11,8,34,96,11,5,13,83
sun_aciczgvqmadwxjdq.png,53,0.679245283018868,0.7547169811320755,0.07547169811320754,40,13,4,49,104,8,4,6,98
sun_ackillobvrmbwpyh.png,51,0.5686274509803921,0.7254901960784313,0.1568627450980392,37,14,8,43,97,10,5,15,82
sun_aclldlpvqpkxwuhq.png,43,0.6744186046511628,0.7209302325581395,0.046511627906976744,31,12,2,41,114,12,4,6,108
sun_acmucmjtzrjwrnki.png,38,0.6052631578947368,0.6842105263157895,0.07894736842105263,26,12,3,35,94,3,2,6,88
sun_acmxnsedgirrlcgi.png,37,0.5675675675675675,0.6216216216216216,0.05405405405405406,23,14,2,35,84,10,2,4,80
sun_acnawpjquedtdxuq.png,49,0.5714285714285714,0.5918367346938775,0.02040816326530612,29,20,1,48,105,2,9,5,100
sun_acogctmmxmuoyvfl.png,48,0.75,0.8541666666666666,0.10416666666666667,41,7,5,43,101,16,4,16,85
sun_acqkqticsyuapvci.png,43,0.6046511627906976,0.7441860465116279,0.13953488372093023,32,11,6,37,109,10,3,10,99
sun_acteouyhcdaxmeya.png,58,0.7068965517241379,0.7931034482758621,0.08620689655172414,46,12,5,53,90,7,5,7,83
sun_acuakodxedalqwqm.png,55,0.7454545454545455,0.8181818181818182,0.07272727272727272,45,10,4,51,92,11,1,5,87
sun_acuntvumcrillqnp.png,59,0.6779661016949153,0.8983050847457628,0.22033898305084745,53,6,13,46,105,3,4,21,84
sun_acvqlpihddkrdsjr.png,64,0.65625,0.796875,0.140625,51,13,9,55,108,12,1,7,101
sun_acwcxcfulvbjhqbm.png,30,0.6,0.7333333333333333,0.13333333333333333,22,8,4,26,93,8,5,4,89
sun_acxojtvutlkaurza.png,47,0.8723404255319149,0.9148936170212766,0.0425531914893617,43,4,2,45,105,12,2,9,96
sun_acygqcsddzddfxdg.png,51,0.7058823529411764,0.7647058823529411,0.058823529411764705,39,12,3,48,97,13,4,1,96
sun_acyletewwvoolvvv.png,54,0.6851851851851852,0.7592592592592593,0.07407407407407407,41,13,4,50,91,6,5,5,86
sun_aczwgyukesaajxnx.png,51,0.823529411764706,0.8627450980392157,0.0392156862745098,44,7,2,49,97,10,3,4,93
sun_aczxsecpjsxjcvms.png,44,0.7272727272727273,0.7954545454545454,0.06818181818181818,35,9,3,41,82,10,1,5,77
sun_adaqrcisdytbarzl.png,38,0.8947368421052632,0.9210526315789473,0.02631578947368421,35,3,1,37,110,8,1,5,105
sun_adaylgrrsdyzwsop.png,47,0.6170212765957447,0.8297872340425532,0.2127659574468085,39,8,10,37,108,10,2,26,82
sun_adchxphwsnqnicbz.png,56,0.7321428571428572,0.8035714285714286,0.07142857142857142,45,11,4,52,119,18,0,6,113
sun_addsacqmcbavfmcm.png,43,0.7209302325581396,0.8372093023255814,0.11627906976744186,36,7,5,38,126,9,3,12,114
sun_adephxvrriwlbwfd.png,39,0.7692307692307692,0.7948717948717948,0.02564102564102564,31,8,1,38,107,13,4,2,105
sun_adhidumqwnlzipih.png,51,0.5882352941176471,0.6862745098039216,0.09803921568627451,35,16,5,46,94,9,3,7,87
sun_adhwholkeuezccfu.png,51,0.6862745098039216,0.7450980392156863,0.058823529411764705,38,13,3,48,92,8,4,6,86
sun_adkonpxsblmtdukc.png,63,0.6825396825396826,0.8253968253968254,0.14285714285714285,52,11,9,54,96,9,5,18,78
sun_adlgdbbuechpggnx.png,50,0.78,0.8,0.02,40,10,1,49,103,8,4,7,96
sun_adnvgfxnkjimrlzh.png,50,0.72,0.72,0.0,36,14,0,50,97,9,0,6,91
sun_adoskwanicxyfwdg.png,42,0.7380952380952381,0.9047619047619048,0.16666666666666666,38,4,7,35,115,13,1,8,107
sun_adpnimdjxvbcaaug.png,51,0.43137254901960786,0.6274509803921569,0.19607843137254902,32,19,10,41,113,10,7,18,95
sun_adqmgymlumduelnn.png,43,0.5813953488372092,0.7441860465116279,0.16279069767441862,32,11,7,36,102,11,4,13,89
sun_adsaqedttiixgfrw.png,49,0.326530612244898,0.46938775510204084,0.14285714285714285,23,26,7,42,117,9,8,14,103
sun_advhcaufilhdkqnk.png,54,0.7407407407407407,0.7777777777777778,0.037037037037037035,42,12,2,52,112,10,4,16,96
sun_advvjenltmhprwfi.png,44,0.75,0.7954545454545454,0.045454545454545456,35,9,2,42,108,13,2,14,94
sun_adwucyplebawahma.png,55,0.8363636363636363,0.9090909090909091,0.07272727272727272,50,5,4,51,105,7,3,5,100
sun_adwvdrthivwjdnoq.png,41,0.5609756097560976,0.6829268292682927,0.12195121951219512,28,13,5,36,93,5,4,4,89
sun_adxskjksxrfjwfuy.png,50,0.7000000000000001,0.78,0.08,39,11,4,46,101,11,6,10,91
sun_adzohqnwmnqyeqxb.png,45,0.6222222222222222,0.6444444444444445,0.022222222222222223,29,16,1,44,113,10,9,7,106
sun_adzpfrapetechsfs.png,43,0.6744186046511628,0.8604651162790697,0.18604651162790697,37,6,8,35,91,11,1,17,74
sun_aebeqjjddmwjjzyx.png,49,0.5510204081632653,0.673469387755102,0.12244897959183673,33,16,6,43,114,8,2,20,94
sun_aebldafyhgsuczcd.png,36,0.6944444444444444,0.75,0.05555555555555555,27,9,2,34,101,9,3,6,95
sun_aebzthvpaouyftan.png,47,0.5319148936170213,0.7446808510638298,0.2127659574468085,35,12,10,37,101,13,1,11,90
sun_aederluuyyqktfqi.png,40,0.775,0.85,0.075,34,6,3,37,118,13,1,5,113
sun_aedggeuhrnhvsjsr.png,44,0.7727272727272727,0.8863636363636364,0.11363636363636363,39,5,5,39,118,17,0,13,105
sun_aedpfwkiwaclnhlo.png,54,0.6666666666666666,0.8703703703703703,0.2037037037037037,47,7,11,43,102,11,0,21,81
sun_aefcbrgrtkkhfznu.png,36,0.7777777777777778,0.8055555555555556,0.027777777777777776,29,7,1,35,99,9,4,8,91
sun_aeherdtnoxxjvwsm.png,36,0.5833333333333333,0.6388888888888888,0.05555555555555555,23,13,2,34,96,9,1,5,91
sun_aehmwnhywonrztaf.png,43,0.8604651162790697,0.9069767441860465,0.046511627906976744,39,4,2,41,112,10,1,10,102
sun_aeikthvfgvgivrru.png,31,0.7741935483870968,0.7741935483870968,0.0,24,7,0,31,101,10,3,6,95
sun_aekgzpfilgjxpeyq.png,51,0.7843137254901961,0.8431372549019608,0.058823529411764705,43,8,3,48,102,8,2,11,91
sun_aekvmhlnyqeuiqha.png,49,0.673469387755102,0.7755102040816326,0.10204081632653061,38,11,5,44,97,10,4,5,92
sun_aelvlqexqgwgmwxc.png,43,0.7441860465116279,0.8372093023255814,0.09302325581395349,36,7,4,39,109,8,6,13,96
sun_aelzjtbxluarmkwi.png,44,0.7727272727272727,0.8636363636363636,0.09090909090909091,38,6,4,40,99,12,2,23,76
sun_aeoxbagmsshgxswr.png,48,0.7083333333333333,0.8541666666666666,0.14583333333333334,41,7,7,41,99,12,2,8,91
sun_aepgkbouqieiaooe.png,47,0.7872340425531915,0.8723404255319149,0.0851063829787234,41,6,4,43,96,15,5,13,83
sun_aepjmmsymjuekcfe.png,43,0.6511627906976745,0.813953488372093,0.16279069767441862,35,8,7,36,98,10,2,11,87
sun_aeroqgzewiqbdocz.png,44,0.5454545454545454,0.6590909090909091,0.11363636363636363,29,15,5,39,120,9,11,14,106
sun_aesaekvccktziazd.png,36,0.6666666666666666,0.75,0.08333333333333333,27,9,3,33,99,8,5,6,93
sun_aesmjndpoqogyfap.png,60,0.5666666666666667,0.7666666666666667,0.2,46,14,12,48,106,8,3,21,85
sun_aetapihskrllrdnt.png,52,0.5769230769230769,0.5961538461538461,0.019230769230769232,31,21,1,51,99,10,7,10,89
sun_aetnuwjmmgjxuqav.png,55,0.6909090909090909,0.7818181818181819,0.09090909090909091,43,12,5,50,102,8,7,6,96
sun_aetxjdxldeqvhkof.png,38,0.8157894736842105,0.8157894736842105,0.0,31,7,0,38,106,11,2,5,101
sun_aeuhgepysvizzcme.png,46,0.717391304347826,0.8260869565217391,0.10869565217391304,38,8,5,41,109,11,8,5,104
sun_aevydkilnuhoseek.png,44,0.7954545454545454,0.8636363636363636,0.06818181818181818,38,6,3,41,96,10,3,3,93
sun_aexdqzgqahiggqzo.png,52,0.673076923076923,0.7307692307692307,0.057692307692307696,38,14,3,49,109,9,6,10,99
sun_aeyhqgbyhdhangzf.png,51,0.6274509803921569,0.7058823529411765,0.0784313725490196,36,15,4,47,112,11,10,11,101
sun_aeyhqikjypxeolsf.png,38,0.6578947368421053,0.7105263157894737,0.05263157894736842,27,11,2,36,96,7,1,13,83
sun_aeyoeoscvwmxyern.png,53,0.4716981132075471,0.6792452830188679,0.20754716981132076,36,17,11,42,101,9,5,10,91
sun_aezuhrkzpxgayaoe.png,41,0.7073170731707317,0.8292682926829268,0.12195121951219512,34,7,5,36,107,1,3,9,98
sun_afarueujnhehyyio.png,47,0.6595744680851063,0.7659574468085106,0.10638297872340426,36,11,5,42,94,9,3,10,84
sun_afdcgmejbrwqgeaa.png,43,0.8372093023255813,0.9069767441860465,0.06976744186046512,39,4,3,40,104,16,1,10,94
sun_affvsjiyenxuwonk.png,47,0.7021276595744681,0.8297872340425532,0.1276595744680851,39,8,6,41,95,9,6,10,85
sun_afgoiykvchxqotyz.png,52,0.6730769230769231,0.9038461538461539,0.23076923076923078,47,5,12,40,101,12,2,26,75
sun_afgqszlurifiuhge.png,50,0.62,0.7,0.08,35,15,4,46,110,10,9,7,103
sun_afhagvtspzxkrens.png,45,0.5111111111111112,0.6444444444444445,0.13333333333333333,29,16,6,39,108,4,3,10,98
sun_afinmakjhofvvybt.png,45,0.6000000000000001,0.6444444444444445,0.044444444444444446,29,16,2,43,122,4,9,3,119
sun_afizghkvlqvhlrde.png,41,0.7073170731707317,0.8292682926829268,0.12195121951219512,34,7,5,36,111,9,3,15,96
