image_name,n_participants_target,target_crr,target_hr,target_far,target_hit,target_miss,target_fa,target_cr,n_participants_filler,filler_hit,filler_miss,filler_fa,filler_cr
0157.jpg,40,0.6000000000000001,0.775,0.175,31,9,7,33,97,9,4,24,73
0158.jpg,47,0.7659574468085106,0.8297872340425532,0.06382978723404255,39,8,3,44,100,10,2,6,94
0159.jpg,40,0.725,0.85,0.125,34,6,5,35,90,14,4,10,80
0160.jpg,37,0.5135135135135135,0.5675675675675675,0.05405405405405406,21,16,2,35,83,9,5,8,75
0161.jpg,47,0.553191489361702,0.8297872340425532,0.2765957446808511,39,8,13,34,106,9,8,23,83
0162.jpg,40,0.625,0.875,0.25,35,5,10,30,94,5,3,22,72
0163.jpg,45,0.6222222222222222,0.8666666666666667,0.24444444444444444,39,6,11,34,90,10,1,15,75
0164.jpg,46,0.5,0.6521739130434783,0.15217391304347827,30,16,7,39,110,12,2,23,87
0165.jpg,36,0.36111111111111105,0.6666666666666666,0.3055555555555556,24,12,11,25,90,5,3,26,64
0166.jpg,52,0.3076923076923077,0.75,0.4423076923076923,39,13,23,29,98,11,1,38,60
0167.jpg,39,0.8717948717948718,0.9230769230769231,0.05128205128205128,36,3,2,37,82,10,5,7,75
0168.jpg,43,0.627906976744186,0.7906976744186046,0.16279069767441862,34,9,7,36,83,8,4,16,67
0169.jpg,44,0.6818181818181818,0.9318181818181818,0.25,41,3,11,33,101,13,1,24,77
0170.jpg,40,0.5750000000000001,0.65,0.075,26,14,3,37,89,10,3,17,72
0171.jpg,48,0.5,0.7083333333333334,0.20833333333333334,34,14,10,38,102,7,2,20,82
0172.jpg,57,0.43859649122807015,0.7017543859649122,0.2631578947368421,40,17,15,42,109,6,1,24,85
0173.jpg,36,0.6666666666666666,0.6666666666666666,0.0,24,12,0,36,90,11,5,7,83
0174.jpg,47,0.44680851063829785,0.5957446808510638,0.14893617021276595,28,19,7,40,95,9,5,10,85
0175.jpg,42,0.5952380952380953,0.8333333333333334,0.23809523809523808,35,7,10,32,80,10,1,14,66
0176.jpg,47,0.46808510638297873,0.6382978723404256,0.1702127659574468,30,17,8,39,97,11,7,17,80
0177.jpg,46,0.5869565217391305,0.782608695652174,0.1956521739130435,36,10,9,37,94,10,3,6,88
0178.jpg,42,0.6428571428571429,0.7142857142857143,0.07142857142857142,30,12,3,39,106,6,10,7,99
0179.jpg,39,0.4615384615384615,0.5384615384615384,0.07692307692307693,21,18,3,36,83,6,6,12,71
0180.jpg,42,0.8095238095238095,0.8571428571428571,0.047619047619047616,36,6,2,40,100,14,3,8,92
0181.jpg,34,0.4705882352941177,0.6764705882352942,0.20588235294117646,23,11,7,27,110,15,3,22,88
0182.jpg,45,0.6666666666666667,0.7111111111111111,0.044444444444444446,32,13,2,43,99,4,8,3,96
0183.jpg,44,0.7727272727272727,0.7954545454545454,0.022727272727272728,35,9,1,43,99,9,5,15,84
0184.jpg,36,0.5833333333333333,0.6666666666666666,0.08333333333333333,24,12,3,33,98,5,4,10,88
0185.jpg,39,0.6410256410256411,0.7692307692307693,0.1282051282051282,30,9,5,34,81,5,3,13,68
0186.jpg,42,0.5714285714285715,0.7380952380952381,0.16666666666666666,31,11,7,35,90,11,2,13,77
0187.jpg,47,0.4680851063829787,0.5106382978723404,0.0425531914893617,24,23,2,45,79,1,6,10,69
0188.jpg,49,0.5918367346938775,0.8163265306122449,0.22448979591836735,40,9,11,38,103,12,3,8,95
0189.jpg,48,0.6666666666666667,0.7083333333333334,0.041666666666666664,34,14,2,46,104,11,8,10,94
0190.jpg,44,0.6363636363636364,0.7272727272727273,0.09090909090909091,32,12,4,40,84,4,6,13,71
0191.jpg,41,0.36585365853658536,0.5365853658536586,0.17073170731707318,22,19,7,34,118,13,1,23,95
0192.jpg,37,0.6756756756756757,0.8378378378378378,0.16216216216216217,31,6,6,31,110,9,3,18,92
0193.jpg,42,0.38095238095238093,0.7619047619047619,0.38095238095238093,32,10,16,26,100,7,3,28,72
0194.jpg,52,0.673076923076923,0.8269230769230769,0.15384615384615385,43,9,8,44,73,8,2,15,58
0195.jpg,49,0.4897959183673469,0.6530612244897959,0.16326530612244897,32,17,8,41,98,10,5,8,90
0196.jpg,40,0.725,0.825,0.1,33,7,4,36,94,8,4,22,72
0197.jpg,43,0.627906976744186,0.7441860465116279,0.11627906976744186,32,11,5,38,86,2,7,17,69
0198.jpg,45,0.4444444444444444,0.6888888888888889,0.24444444444444444,31,14,11,34,82,6,3,14,68
0199.jpg,42,0.8571428571428572,0.9047619047619048,0.047619047619047616,38,4,2,40,107,10,0,18,89
0200.jpg,45,0.5555555555555556,0.6444444444444445,0.08888888888888889,29,16,4,41,89,7,2,7,82
0201.jpg,36,0.6944444444444444,0.8055555555555556,0.1111111111111111,29,7,4,32,107,6,3,17,90
0202.jpg,47,0.7021276595744681,0.7872340425531915,0.0851063829787234,37,10,4,43,92,9,3,10,82
0203.jpg,43,0.627906976744186,0.7906976744186046,0.16279069767441862,34,9,7,36,116,10,6,20,96
0204.jpg,45,0.6222222222222222,0.8,0.17777777777777778,36,9,8,37,90,9,6,12,78
0205.jpg,34,0.5588235294117647,0.7058823529411765,0.14705882352941177,24,10,5,29,90,5,4,7,83
0206.jpg,40,0.775,0.85,0.075,34,6,3,37,95,13,5,7,88
0207.jpg,46,0.6086956521739131,0.7608695652173914,0.15217391304347827,35,11,7,39,90,7,3,9,81
0208.jpg,49,0.673469387755102,0.7142857142857143,0.04081632653061224,35,14,2,47,84,8,2,11,73
0209.jpg,47,0.5531914893617021,0.7021276595744681,0.14893617021276595,33,14,7,40,105,7,5,10,95
0210.jpg,30,0.46666666666666673,0.8333333333333334,0.36666666666666664,25,5,11,19,108,12,5,27,81
0211.jpg,43,0.5348837209302326,0.627906976744186,0.09302325581395349,27,16,4,39,93,10,9,12,81
0212.jpg,34,0.5882352941176471,0.7058823529411765,0.11764705882352941,24,10,4,30,89,14,1,11,78
0213.jpg,41,0.43902439024390244,0.6341463414634146,0.1951219512195122,26,15,8,33,90,6,1,12,78
0214.jpg,38,0.42105263157894735,0.5,0.07894736842105263,19,19,3,35,82,6,2,10,72
0215.jpg,40,0.825,0.85,0.025,34,6,1,39,92,9,2,8,84
0216.jpg,39,0.717948717948718,0.7692307692307693,0.05128205128205128,30,9,2,37,96,9,2,9,87
0217.jpg,49,0.4897959183673469,0.5918367346938775,0.10204081632653061,29,20,5,44,96,6,7,6,90
0218.jpg,63,0.7142857142857143,0.8095238095238095,0.09523809523809523,51,12,6,57,114,10,3,12,102
0219.jpg,42,0.4523809523809524,0.5952380952380952,0.14285714285714285,25,17,6,36,95,6,6,14,81
0220.jpg,43,0.6046511627906976,0.7674418604651163,0.16279069767441862,33,10,7,36,83,8,3,13,70
0221.jpg,56,0.5,0.7857142857142857,0.2857142857142857,44,12,16,40,109,9,6,25,84
0222.jpg,41,0.5853658536585367,0.6585365853658537,0.07317073170731707,27,14,3,38,99,4,7,6,93
0223.jpg,42,0.7380952380952381,0.7380952380952381,0.0,31,11,0,42,85,11,1,6,79
0224.jpg,43,0.4651162790697675,0.5813953488372093,0.11627906976744186,25,18,5,38,104,6,7,17,87
0225.jpg,36,0.8055555555555556,0.8611111111111112,0.05555555555555555,31,5,2,34,99,10,0,19,80
0226.jpg,48,0.875,0.9375,0.0625,45,3,3,45,97,11,1,5,92
0227.jpg,42,0.5,0.7380952380952381,0.23809523809523808,31,11,10,32,108,16,3,24,84
0228.jpg,55,0.23636363636363633,0.43636363636363634,0.2,24,31,11,44,76,4,4,13,63
0229.jpg,53,0.6603773584905661,0.8301886792452831,0.16981132075471697,44,9,9,44,90,6,2,22,68
0230.jpg,50,0.42000000000000004,0.54,0.12,27,23,6,44,84,8,4,15,69
0231.jpg,46,0.5434782608695653,0.6086956521739131,0.06521739130434782,28,18,3,43,83,7,5,13,70
0232.jpg,47,0.8085106382978724,0.851063829787234,0.0425531914893617,40,7,2,45,83,7,1,5,78
0233.jpg,42,0.7619047619047619,0.8571428571428571,0.09523809523809523,36,6,4,38,95,5,1,16,79
0234.jpg,35,0.37142857142857144,0.45714285714285713,0.08571428571428572,16,19,3,32,91,5,4,12,79
0235.jpg,33,0.48484848484848486,0.6363636363636364,0.15151515151515152,21,12,5,28,108,6,2,14,94
0236.jpg,59,0.6610169491525424,0.7966101694915254,0.13559322033898305,47,12,8,51,93,11,1,11,82
0237.jpg,45,0.48888888888888893,0.7777777777777778,0.28888888888888886,35,10,13,32,87,10,4,20,67
0238.jpg,30,0.5666666666666667,0.8666666666666667,0.3,26,4,9,21,100,8,2,26,74
0239.jpg,40,0.525,0.75,0.225,30,10,9,31,96,6,7,12,84
0240.jpg,42,0.761904761904762,0.8333333333333334,0.07142857142857142,35,7,3,39,92,12,4,7,85
0241.jpg,38,0.4736842105263158,0.6578947368421053,0.18421052631578946,25,13,7,31,102,5,8,14,88
0242.jpg,52,0.6153846153846154,0.6730769230769231,0.057692307692307696,35,17,3,49,95,4,6,6,89
0243.jpg,37,0.7837837837837838,0.8108108108108109,0.02702702702702703,30,7,1,36,97,12,4,10,87
0244.jpg,55,0.4909090909090909,0.6909090909090909,0.2,38,17,11,44,94,14,0,13,81
0245.jpg,42,0.6666666666666667,0.8333333333333334,0.16666666666666666,35,7,7,35,84,8,4,22,62
0246.jpg,38,0.8157894736842105,0.8421052631578947,0.02631578947368421,32,6,1,37,98,5,5,6,92
0247.jpg,35,0.5428571428571429,0.6857142857142857,0.14285714285714285,24,11,5,30,81,6,5,13,68
0248.jpg,34,0.5882352941176471,0.7058823529411765,0.11764705882352941,24,10,4,30,104,1,2,21,83
0249.jpg,36,0.47222222222222227,0.5833333333333334,0.1111111111111111,21,15,4,32,90,5,9,4,86
0250.jpg,44,0.4772727272727273,0.7045454545454546,0.22727272727272727,31,13,10,34,96,8,3,33,63
0251.jpg,37,0.6756756756756757,0.8378378378378378,0.16216216216216217,31,6,6,31,113,7,3,11,102
0252.jpg,31,0.4838709677419355,0.7419354838709677,0.25806451612903225,23,8,8,23,108,8,5,17,91
0253.jpg,41,0.5853658536585367,0.6585365853658537,0.07317073170731707,27,14,3,38,96,10,1,16,80
0254.jpg,42,0.5952380952380952,0.6904761904761905,0.09523809523809523,29,13,4,38,82,9,7,13,69
0255.jpg,46,0.6304347826086957,0.8043478260869565,0.17391304347826086,37,9,8,38,91,7,2,18,73
0256.jpg,44,0.7045454545454546,0.75,0.045454545454545456,33,11,2,42,84,9,3,3,81
0257.jpg,45,0.6444444444444445,0.8,0.15555555555555556,36,9,7,38,114,14,1,20,94
0258.jpg,41,0.6585365853658537,0.7804878048780488,0.12195121951219512,32,9,5,36,89,13,4,10,79
0259.jpg,35,0.5714285714285714,0.7142857142857143,0.14285714285714285,25,10,5,30,86,6,3,5,81
0260.jpg,34,0.47058823529411764,0.6176470588235294,0.14705882352941177,21,13,5,29,125,4,6,23,102
0261.jpg,26,0.2692307692307693,0.38461538461538464,0.11538461538461539,10,16,3,23,101,5,3,12,89
0262.jpg,41,0.7317073170731707,0.8536585365853658,0.12195121951219512,35,6,5,36,107,6,2,14,93
