image_name,resmem
0000.jpg,0.5843424797058105
0001.jpg,0.7083497643470764
0002.jpg,0.7233566045761108
0003.jpg,0.6174787878990173
0004.jpg,0.6134090423583984
0005.jpg,0.7272809147834778
0006.jpg,0.8027753829956055
0007.jpg,0.7558082342147827
0008.jpg,0.6303952932357788
0009.jpg,0.5406057834625244
0010.jpg,0.7068239450454712
0011.jpg,0.6265924572944641
0012.jpg,0.6336015462875366
0013.jpg,0.5492261648178101
0014.jpg,0.692523181438446
0015.jpg,0.5976883769035339
0016.jpg,0.6298660039901733
0017.jpg,0.6279924511909485
0018.jpg,0.5435183644294739
0019.jpg,0.6586398482322693
0020.jpg,0.5985793471336365
0021.jpg,0.5331345200538635
0022.jpg,0.7438867092132568
0023.jpg,0.823479413986206
0024.jpg,0.7448486089706421
0025.jpg,0.6995342373847961
0026.jpg,0.7114366888999939
0027.jpg,0.6080026626586914
0028.jpg,0.5655317902565002
0029.jpg,0.6683171391487122
0030.jpg,0.5473230481147766
0031.jpg,0.8071717023849487
0032.jpg,0.7088265419006348
0033.jpg,0.6506132483482361
0034.jpg,0.5901011824607849
0035.jpg,0.6228368282318115
0036.jpg,0.7480210065841675
0037.jpg,0.598778247833252
0038.jpg,0.6422857642173767
0039.jpg,0.687532901763916
0040.jpg,0.707116961479187
0041.jpg,0.7309055924415588
0042.jpg,0.6242001056671143
0043.jpg,0.7463967800140381
0044.jpg,0.5873009562492371
0045.jpg,0.6918623447418213
0046.jpg,0.6122583746910095
0047.jpg,0.6638587117195129
0048.jpg,0.6086176633834839
0049.jpg,0.5930712819099426
0050.jpg,0.6284063458442688
0051.jpg,0.5783734917640686
0052.jpg,0.6257476210594177
0053.jpg,0.595241367816925
0054.jpg,0.7015371322631836
0055.jpg,0.6096012592315674
0056.jpg,0.7558242678642273
0057.jpg,0.6886947751045227
0058.jpg,0.6088025569915771
0059.jpg,0.624588131904602
0060.jpg,0.6305428743362427
0061.jpg,0.7506572008132935
0062.jpg,0.7270606756210327
0063.jpg,0.6205803751945496
0064.jpg,0.6995684504508972
0065.jpg,0.6756003499031067
0066.jpg,0.6997674107551575
0067.jpg,0.5988548398017883
0068.jpg,0.7110549807548523
