image_name,jpeg_based_compressibility,canny_based_compressibility
pn1.jpg,-0.0019355821829026196,0.0027358039858039864
pn10.jpg,0.0032510201799542163,0.003221395103828773
pn11.jpeg,-0.024205148024780507,0.003953499683836762
pn12.jpg,-0.028301411704602517,0.0033790028383250117
pn13.jpeg,-0.01572314860563827,0.003351748055590974
pn14.jpg,0.0066493472848801445,0.0030238186308746747
pn15.jpg,0.0005115773861811844,0.003309027752858178
pn16.jpg,-0.030472616846916024,0.0038132727414813424
pn17.jpg,-0.014901657066885496,0.0029010893952910017
pn18.jpg,-0.00655214524783463,0.0036879243735953963
pn19.jpg,-0.0027186817332151567,0.003721334595186402
pn2.jpg,-0.011565086946947429,0.0020134511292346897
pn20.jpg,-0.0040519864370896766,0.0017998600789366
pn21.jpg,-0.014118070748529154,0.0036159979249265166
pn22.jpg,-0.024069579770530047,0.0022275968428637537
pn23.jpg,-0.0036644091459470383,0.001990865432459415
pn24.jpg,-0.004526749438838217,0.003235617137256482
pn25.jpg,0.003289822584394824,0.002230179750964971
pn26.jpg,-0.034580863107527726,0.004005217779544927
pn27.jpg,0.00207941740525013,0.0013849501929462443
pn28.jpg,-0.030422649539003185,0.0035928282898084573
pn29.jpg,0.00464189918989491,0.0030959697247008137
pn3.jpg,-0.0033753273437854524,0.0016985163869701002
pn30.jpg,-0.019622386310052028,0.003868421378993886
pn31.jpg,-0.0004845219107122434,0.002126852154137412
pn32.jpg,-0.01105148674979553,0.002863327902947554
pn33.jpg,-0.006392316081128018,0.003436237623185648
pn34.jpg,0.004413144441770618,0.0027676819776920178
pn35.jpg,-0.01078256608061408,0.0025815175456812608
pn36.jpg,-0.017512929569394844,0.004072965651749919
pn37.jpg,-0.004072351707094761,0.0010355482875371398
pn38.jpg,-0.017098187252427274,0.0030164722063291505
pn39.jpg,-0.006889376518811518,0.003763316362930642
pn4.jpg,-0.009061663752764368,0.0023890856336184364
pn40.jpg,-0.024197043203858112,0.0030668010123909937
